userId,bookId,location,Occupied
363,68428.The_Final_Empire,"[7.366012690062688, 79.86539635084699]",0
364,6304335-beautiful-creatures,"[7.680555004523411, 79.99145004615407]",0
365,16631.Steppenwolf,"[7.180408781215293, 80.02385765903118]",1
366,45978.Eldest,"[7.496458476190307, 80.02421980331752]",0
367,42899.Dark_Lover,"[7.64393011313535, 79.90663467166591]",0
368,46799.Go_Ask_Alice,"[7.849611563693934, 79.87501439297458]",1
369,30528535,"[7.35005683982525, 80.00911331447126]",0
370,228665.The_Eye_of_the_World,"[7.242661697757726, 79.98847831717103]",0
371,391729.The_Tell_Tale_Heart_and_Other_Writings,"[7.445797664118576, 79.90446992344523]",1
372,77013.As_I_Lay_Dying,"[7.716112013343612, 79.93563664765125]",1
373,5148.A_Separate_Peace,"[7.8124333481260315, 79.98469137383994]",0
374,15195.The_Complete_Maus,"[7.742366468859034, 80.00177918291229]",0
375,45032.Mansfield_Park,"[7.515956461045763, 80.00135150263279]",1
376,3985.The_Amazing_Adventures_of_Kavalier_Clay,"[7.691717390755274, 79.99824691252314]",0
377,2248573.Brisingr,"[7.354159705742836, 79.97726506341266]",0
378,30528544,"[7.1738847884708346, 79.96966153431427]",1
379,60748.A_Child_Called_It_,"[7.513581803852843, 79.94584885474436]",0
380,22232.Stargirl,"[7.150070615165422, 79.99252093410985]",1
381,67896.Tao_Te_Ching,"[7.147205755054171, 79.90851483896543]",0
382,5526.Dear_John,"[7.670997236005, 79.90571599275574]",0
383,14836.Midnight_s_Children,"[7.8371851995442405, 79.92727302524177]",0
384,12578077-obsidian,"[7.128354557451902, 79.9794578124163]",0
385,11590._Salem_s_Lot,"[7.761881365951988, 79.95305694716157]",0
386,76778.The_Martian_Chronicles,"[7.022469353321908, 79.8701169398177]",1
387,7791997-crescendo,"[7.316843078194448, 80.0217938180204]",0
388,11713.The_English_Patient,"[7.693213862867344, 79.89463276579234]",1
389,4406.East_of_Eden,"[7.4717314099055265, 79.98324846440399]",1
390,49628.Cloud_Atlas,"[7.7267596934488605, 79.88900815882221]",0
391,629.Zen_and_the_Art_of_Motorcycle_Maintenance,"[7.831194355730399, 79.98230770087913]",0
392,18007564-the-martian,"[7.378924317243844, 79.8999925628427]",1
393,5358.The_Firm,"[7.075205240569852, 79.96759828512253]",0
394,6400090-the-last-song,"[7.6164994046480246, 79.9728424245615]",1
395,17150.My_ntonia,"[7.4239946640681955, 80.00765398199552]",1
396,10429045-shatter-me,"[7.7828477041348165, 79.96637880998637]",1
397,18122.The_Amber_Spyglass,"[6.940518428851741, 79.96854767102036]",0
398,130440.Doctor_Zhivago,"[7.221048981384642, 79.94395889225699]",0
399,30597.The_Hunchback_of_Notre_Dame,"[7.533339052243695, 79.92671862403627]",1
400,2932.Robinson_Crusoe,"[7.056710775962712, 79.98207163137957]",0
401,15645.Inferno,"[7.543023486053551, 79.93301795744844]",1
402,6952.Like_Water_for_Chocolate,"[7.171429298600429, 79.94640960675274]",0
403,251688.Breakfast_at_Tiffany_s_and_Three_Stories,"[7.663333761362115, 79.93120096880848]",1
404,31685789-room,"[7.818646149416779, 79.88292569257422]",0
405,5364.Dragonfly_in_Amber,"[7.270663712040044, 79.94682819304964]",1
406,4980.Breakfast_of_Champions,"[7.581120281069175, 80.02416343368577]",0
407,6319.The_BFG,"[7.515062050174675, 79.91679198391769]",0
408,23437156-six-of-crows,"[7.567394375649336, 79.93420418045967]",0
409,862041.Harry_Potter_Series_Box_Set,"[6.941278338421368, 80.02300726390068]",0
410,22463.The_Origin_of_Species,"[7.620155151974929, 79.88856466276133]",0
411,5211.A_Fine_Balance,"[7.342690279318243, 79.9005343233191]",0
412,8490112-daughter-of-smoke-bone,"[7.303917673387689, 79.90934542807697]",0
413,51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,"[7.433981054180193, 79.97031713830772]",1
414,8755785-city-of-heavenly-fire,"[7.430909837704307, 79.86337304182919]",0
415,3975774-evermore,"[7.1171789044230565, 79.91677207113936]",1
416,41637836-the-subtle-knife,"[7.838770267941892, 79.93340019620668]",0
417,12898.Death_of_a_Salesman,"[7.649357923315923, 79.9783518546746]",1
418,10644930-11-22-63,"[7.017340407240936, 79.90597631048594]",0
419,11989.The_Plague,"[7.656071201969297, 79.90700024781198]",1
420,386187.Midnight_in_the_Garden_of_Good_and_Evil,"[7.220361706758171, 80.01933557477167]",1
421,12220.A_Streetcar_Named_Desire,"[6.93567960282253, 79.91863590122706]",0
422,6759.Infinite_Jest,"[7.473891189741289, 80.00032349097236]",0
423,28862.The_Prince,"[7.696494973907106, 79.98993814326394]",1
424,1420.Hamlet,"[7.065262397737948, 79.98560489717985]",0
425,14706.Faust_First_Part,"[7.254569174458555, 79.98313331241104]",1
426,40873273-snow-flower-and-the-secret-fan,"[7.4904705379764085, 79.93729956325969]",1
427,28921.The_Remains_of_the_Day,"[7.248525978603159, 79.97070328612405]",0
428,6936382-anna-and-the-french-kiss,"[7.221110127287987, 80.0113247731813]",0
429,13497.A_Feast_for_Crows,"[7.7491233133158275, 80.02479060450558]",0
430,13152.The_Angel_Experiment,"[7.172871173711345, 79.96927744831814]",0
431,9460487-miss-peregrine-s-home-for-peculiar-children,"[7.2701930693684504, 79.99975130327711]",0
432,7735333-matched,"[7.013500806203966, 79.88055510054457]",0
433,43448.Flowers_in_the_Attic,"[7.376584344272443, 79.90690651681035]",1
434,7354.The_Shipping_News,"[7.109765316922373, 79.98232276756791]",0
435,8664353-unbroken,"[6.9931535630809005, 79.99348890376676]",0
436,136116.The_Scarlet_Pimpernel,"[7.5470740251835124, 79.97722385231272]",1
437,15717943-hopeless,"[7.687078865883563, 79.91451972186839]",0
438,14201.Jonathan_Strange_Mr_Norrell,"[7.781138655984779, 79.92747101749019]",1
439,187181.The_Chosen,"[7.406476794126697, 80.01922629857388]",1
440,285092.High_Fidelity,"[7.660016296027765, 79.99456622456773]",0
441,394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,"[7.718167624512901, 79.89878058752426]",0
442,18143977-all-the-light-we-cannot-see,"[7.4212226145972116, 79.91358652058518]",0
443,11324204-houdini-heart,"[7.851826913811941, 79.88792741894738]",0
444,249747.Artemis_Fowl,"[7.344418478878271, 79.94803549581924]",0
445,19302.Pippi_Longstocking,"[7.399601067609259, 79.89827686688895]",0
446,3950967-the-tales-of-beedle-the-bard,"[7.201522533404082, 80.00615385763807]",0
447,10956.The_Virgin_Suicides,"[7.375356896389204, 79.9208011773334]",0
448,101299.The_Reader,"[7.2380533280087445, 79.9263510220054]",1
449,14866.Nineteen_Minutes,"[7.26723473336352, 80.0018130548754]",1
450,12127810-the-house-of-hades,"[6.995224196858163, 79.96424886959754]",0
451,33600.Shantaram,"[7.529861820791291, 79.91457090772013]",0
452,397483.The_Devil_in_the_White_City,"[7.588836016126137, 79.95306101598553]",0
453,11422.Redeeming_Love,"[7.276623908842579, 80.00088055749482]",1
454,53835.The_Age_of_Innocence,"[7.711686416007988, 79.88070736409495]",0
455,1656001.The_Host,"[7.39176409497253, 79.93193048951353]",1
456,6411961-the-lost-symbol,"[7.78339863176109, 80.0129207086078]",1
457,6088007-neuromancer,"[7.736832041656095, 79.98634243148729]",0
458,676924.Betrayed,"[6.938267796758431, 79.9425151706513]",1
459,17716.Waiting_for_Godot,"[7.16895164852341, 79.93593948008407]",0
460,18114322-the-grapes-of-wrath,"[7.071738010504177, 79.96586871160723]",0
461,50398.Northanger_Abbey,"[7.486083233175652, 79.87831785849615]",0
462,140225.The_Voyage_of_the_Dawn_Treader,"[7.141349298989336, 79.8799694922212]",0
463,11012.Dubliners,"[7.348121095092664, 80.00330910937676]",1
464,42900.Lover_Awakened,"[7.6945207570566305, 80.0160755201715]",1
465,656.War_and_Peace,"[7.144429666429623, 79.92239000177696]",0
466,16096824-a-court-of-thorns-and-roses,"[7.207636063660939, 79.98988153966981]",1
467,137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,"[7.8389708384840215, 79.9106180616187]",1
468,34080.The_Waste_Land,"[7.2833913957195975, 80.01509024418328]",0
469,2866718-untamed,"[7.449727103691294, 79.9819236439316]",0
470,256566.Everything_Is_Illuminated,"[7.499578066948333, 79.92792697737296]",1
471,10664113-a-dance-with-dragons,"[7.920815673822497, 79.98312332679802]",1
472,17167166-crown-of-midnight,"[7.32242552310429, 79.88876104358393]",1
473,59716.To_the_Lighthouse,"[7.070580568152341, 79.96654168507068]",0
474,13214.I_Know_Why_the_Caged_Bird_Sings,"[7.513297543243465, 79.9449715341072]",0
475,41804.I_Robot,"[7.397504000834035, 79.93317400242715]",1
476,690926.The_Twilight_Collection,"[7.131665192767105, 79.95226150206658]",1
477,5308.The_Pearl,"[7.731915532150537, 79.92046068574174]",0
478,18635016-the-one,"[7.0878434916335795, 79.90303482941228]",1
479,41681.The_Jungle,"[7.912841133103751, 80.00446919869587]",0
480,10592.Carrie,"[7.438593785939475, 79.89910985295687]",0
481,77142.Snow_Falling_on_Cedars,"[7.592247072052013, 80.00238471293264]",1
482,10987.Voyager,"[7.534729777859011, 79.9281298842348]",0
483,18765.I_Claudius,"[7.037265806101012, 79.97348501349192]",0
484,20613470-heir-of-fire,"[7.396959545879932, 79.90996034661846]",0
485,4137.Me_Talk_Pretty_One_Day,"[6.934519468237146, 79.87414048315351]",0
486,1326258.Chosen,"[7.840430718943723, 79.87685010082018]",0
487,3087.A_Room_with_a_View,"[7.8992024235933735, 79.89893963752519]",0
488,31242.Bleak_House,"[6.94705610761345, 79.9427687541644]",0
489,30289.The_Republic,"[7.371206166033955, 79.89721422293019]",1
490,84369.The_Last_Battle,"[7.833157800966797, 79.96722943438976]",0
491,179780.The_Exorcist,"[7.169594939872361, 80.01882492039543]",0
492,9293020-the-elephant-tree,"[7.028572187257241, 79.86245421150461]",0
493,17061.Coraline,"[7.6502370246745555, 79.89460781661887]",1
494,24861.Demian,"[7.472583342656011, 79.90612279246592]",0
495,16101128-the-5th-wave,"[7.0113805284533495, 80.01556867156543]",1
496,6644117-the-iron-king,"[7.105462310159724, 79.98475547194978]",0
497,34384161-quantum-roots-ii,"[7.589283129926392, 79.98950003795481]",0
498,12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,"[7.811867971798305, 79.93888481419658]",1
499,93101.The_Arabian_Nights,"[7.759492696924226, 79.96738333831024]",1
500,112204.The_Complete_Poems_of_Emily_Dickinson,"[7.220332402490174, 79.86541583450554]",0
501,7740152-torment,"[7.206584150091703, 79.98137415049413]",0
502,8709527-bloodlines,"[7.289326055001808, 79.8876596313412]",0
503,34521870-mistress-suffragette,"[7.229117230608463, 79.98277697882828]",0
504,5797.Vanity_Fair,"[6.948470858430855, 79.92057742374782]",0
505,43889.Wizard_s_First_Rule,"[7.153522237657943, 79.9261610494652]",0
506,156538.North_and_South,"[7.482506011250837, 79.93757681081793]",0
507,30933.Brideshead_Revisited,"[7.120558723878492, 79.91783130576091]",0
508,14743.The_God_Delusion,"[7.073599961364415, 80.00022199451315]",1
509,33124137-pet-sematary,"[7.046927215814275, 79.86821550252093]",0
510,31548.Of_Human_Bondage,"[7.607035630998947, 80.00659332979592]",0
511,40651883-snow-crash,"[7.242102912872532, 80.02052705581671]",1
512,8908.World_War_Z,"[6.945608188625001, 79.99852844338653]",0
513,3682.A_Great_and_Terrible_Beauty,"[7.922845957429532, 79.94858166090457]",0
514,20448515-bared-to-you,"[7.0565875320139435, 79.94252088715311]",0
515,11901.The_Witching_Hour,"[7.213137755852527, 79.98570638488201]",0
516,8909.The_War_of_the_Worlds,"[7.01596889285131, 80.00067450880144]",1
517,2800905-the-summoning,"[7.203602717299442, 79.99139235402552]",0
518,6150.Cry_the_Beloved_Country,"[7.753937012846564, 79.99654492469004]",0
519,51606.Johnny_Got_His_Gun,"[7.370809996134097, 79.87671740967059]",0
520,47401.Chocolat,"[7.691903326260634, 80.01575245301272]",1
521,1421990.Halfway_to_the_Grave,"[7.809195430187142, 79.87269872291103]",1
522,49436.Three_Cups_of_Tea,"[7.367443792950605, 79.94031080657294]",0
523,4268157-perfect-chemistry,"[6.938363732745956, 79.94883425381357]",0
524,22328546-red-queen,"[7.811146700368328, 80.0227098742359]",1
525,3777732-city-of-glass,"[7.796326093773124, 79.98385679363727]",1
526,6485421-the-mortal-instruments-boxed-set,"[7.261343408026524, 80.01397234562862]",1
527,5890.The_Woman_in_White,"[7.9248002149600945, 79.86921647877129]",1
528,960.Angels_Demons,"[7.1358156801829455, 79.9928717165615]",1
529,51738.Just_Listen,"[7.000554153055612, 79.93576326258663]",0
530,70535.2001,"[7.920797537443212, 79.89087795897193]",0
531,51737.The_Truth_About_Forever,"[7.246483103733503, 79.90695297608774]",1
532,8667848-a-discovery-of-witches,"[7.36544173455624, 79.97557322186178]",0
533,764347.Unwind,"[7.187652728886364, 79.88768870329129]",1
534,135836.Trainspotting,"[7.692895312226261, 79.96054698656458]",0
535,197084.Are_You_My_Mother_,"[7.415588581004465, 79.91134660505668]",1
536,4799.Cannery_Row,"[7.160073517264, 79.98212392694408]",0
537,12957.Much_Ado_About_Nothing,"[7.302514215926539, 79.93457995472382]",0
538,12749.Swann_s_Way,"[6.9749621600118745, 79.89925408992474]",0
539,556602.Sarah_s_Key,"[6.970377181008206, 79.9266691835334]",0
540,420282.The_Polar_Express,"[7.426542921084001, 79.96865532008665]",1
541,2299110.Acheron,"[7.867986898526041, 79.95509759276528]",1
542,32049.Lady_Chatterley_s_Lover,"[7.101807913893077, 79.918130314352]",1
543,16248068-the-elite,"[7.457257280907227, 79.97662493901115]",1
544,10637766-silence,"[6.999692076158247, 80.0216915158288]",0
545,40611328-ishmael,"[7.39032316181147, 79.93595893534639]",0
546,4009.Nine_Stories,"[7.029877520086628, 80.01244916801315]",0
547,11408650-the-unbecoming-of-mara-dyer,"[7.263669136002996, 79.9990123969895]",1
548,838729.The_Return_of_the_King,"[7.685167890802649, 79.98466837522918]",1
549,18460392-all-the-bright-places,"[7.304808774196426, 79.92554491455472]",1
550,1898.Into_Thin_Air,"[7.330583031962668, 79.94266117899787]",0
551,31463.Far_From_the_Madding_Crowd,"[7.8620157578638645, 79.8793437647329]",0
552,29908754-the-zombie-room,"[7.12126899547797, 79.89061215372037]",1
553,7747374-i-am-number-four,"[6.955787566864812, 79.99419871226924]",0
554,15863832-angelfall,"[7.641972861286636, 79.92804125750611]",0
555,140077.Dead_to_the_World,"[7.794020945327822, 80.01815810631754]",0
556,2156.Persuasion,"[7.07437612519232, 80.00842951976051]",1
557,41014505-the-bronze-horseman,"[7.459213713564221, 79.93551412153914]",1
558,56728.You_Are_Special,"[7.265180910578077, 79.96700154088931]",1
559,518848.Sabriel,"[7.878394270388493, 79.86499232191727]",1
560,3591262-cutting-for-stone,"[7.232490783816784, 79.97493866092202]",0
561,77767.Little_House_on_the_Prairie,"[7.257419851953039, 79.88882843116677]",1
562,92307.Being_and_Time,"[7.42336289409976, 79.87850871503842]",1
563,179064.The_Goose_Girl,"[7.737874519757904, 79.92554311694438]",0
564,31122.I_Capture_the_Castle,"[6.937551376841058, 79.8981697883596]",1
565,40611510-the-last-lecture,"[7.242960591548969, 79.91952234669894]",1
566,13188676-ignite-me,"[7.719656744101476, 79.90242427060215]",1
567,92517.The_Glass_Menagerie,"[7.2637781588620856, 79.99235961778668]",1
568,1625.Twelfth_Night,"[7.469400728654216, 79.86146283526875]",0
569,10576365-the-darkest-minds,"[7.662198973703141, 79.99568021253783]",0
570,36236125-invisible-monsters,"[7.6872095300213354, 80.00511221126536]",1
571,11899.The_Hours,"[7.578213089904718, 79.95156002436396]",1
572,40909452-drums-of-autumn,"[7.320948985002553, 79.92379781165602]",1
573,305234.Wicked_Lovely,"[7.497910900022075, 79.97696659913356]",0
574,366522.P_S_I_Love_You,"[7.334021570631908, 79.87103482904129]",0
575,18006496-queen-of-shadows,"[7.625082653160202, 79.90762695943894]",1
576,4134071-hunted,"[7.497265690047412, 79.92031574957025]",1
577,5064.World_Without_End,"[7.387324567253622, 79.99211849164851]",1
578,5326.A_Christmas_Carol,"[7.081212545350006, 79.99747125948818]",1
579,24128.The_Merchant_of_Venice,"[7.153176234060253, 79.96452872053587]",1
580,29127.The_Last_Unicorn,"[7.019287546683429, 79.93802002289982]",0
581,30333938-slammed,"[7.386697859066249, 79.91678003195102]",0
582,8337.Little_House_in_the_Big_Woods,"[7.706302941382072, 79.9551282575932]",1
583,77566.Hyperion,"[7.904633961755702, 79.93322712384789]",0
584,12497.No_Country_for_Old_Men,"[7.710130342980798, 79.95440070610177]",0
585,30868.The_Bean_Trees,"[7.367987593042175, 79.875324446749]",1
586,17675462-the-raven-boys,"[7.1633196572333615, 79.87808593949644]",0
587,78411.The_Bad_Beginning,"[7.065640444035309, 79.94847097858684]",1
588,15638.Cyrano_de_Bergerac,"[7.776806649662177, 79.98134538239665]",0
589,7967.Speaker_for_the_Dead,"[6.963308435063858, 79.89579819269939]",0
590,902.The_Westing_Game,"[7.006770567061607, 79.90381244852395]",0
591,5439.Interpreter_of_Maladies,"[7.397563642957588, 79.97726819273763]",1
592,7090447-the-red-pyramid,"[7.042136116629129, 79.95603469659798]",0
593,16143347-we-were-liars,"[7.862615352475769, 79.8921788182351]",0
594,17333223-the-goldfinch,"[7.43344639867924, 79.93716151959603]",0
595,5527.All_the_King_s_Men,"[7.6101153349061725, 79.86494099389006]",0
596,13006.Julius_Caesar,"[7.346246013095177, 79.90638471227383]",0
597,40593473-finding-hope-in-the-darkness-of-grief,"[7.2577195353134965, 79.95692299743148]",1
598,77390.Anne_of_Avonlea,"[7.858510106149752, 79.8723695233619]",0
599,7723542-a-dog-s-purpose,"[7.606564989215877, 80.0105205824906]",0
600,227571.Peace_Like_a_River,"[7.542018404162401, 79.99569742871205]",1
601,80660.We_Need_to_Talk_About_Kevin,"[7.361927593094637, 79.8825828141353]",0
602,65641.The_Silver_Chair,"[7.704550258315514, 80.013881085473]",1
603,25480342-a-monster-calls,"[7.465711010580399, 79.97908063050058]",1
604,567678.The_Wasp_Factory,"[7.429371862044334, 79.88231829488961]",0
605,10534.The_Art_of_War,"[7.655456076552321, 79.94994507349148]",0
606,60510.Poison_Study,"[7.266469983323216, 79.9568717567884]",1
607,23522.Mythology,"[7.49447379502977, 79.90756537563357]",0
608,15241.The_Two_Towers,"[7.150038292339446, 79.94819026157685]",0
609,17125.One_Day_in_the_Life_of_Ivan_Denisovich,"[7.580102396404931, 79.95607298755976]",1
610,52529.The_Secret,"[7.678682794194197, 80.00121510835285]",0
611,43758.The_Queen_of_the_Damned,"[7.7208430921646825, 79.97094551712355]",0
612,27523.Left_Behind,"[7.0229391692437115, 79.90159155214505]",0
613,27003.The_Eyre_Affair,"[7.609262245301009, 79.9155456852544]",1
614,7664041-inheritance,"[7.338050928090385, 79.86559173851231]",0
615,6482837-before-i-fall,"[7.45787150506328, 79.96009468627902]",0
616,59219.The_Talisman,"[7.129361648462742, 79.95238213412901]",0
617,8492825-where-she-went,"[7.847709551778088, 79.96478010839382]",0
618,121749.Prince_Caspian,"[7.387091758646265, 79.88750779761365]",1
619,10441.The_Memory_Keeper_s_Daughter,"[7.888054859699963, 79.93634919656722]",0
620,20758104-the-knife-of-never-letting-go,"[7.386424285398111, 80.00921639886808]",1
621,7304203-shadowfever,"[7.787324066732717, 79.89075875057529]",1
622,2536134.Gone,"[7.365797949895361, 79.89403303689389]",0
623,15622.Native_Son,"[7.61861396316917, 79.874373083439]",1
624,110737.Seabiscuit,"[7.32818632774139, 79.99278690084041]",0
625,78433.The_Blind_Assassin,"[7.83547207936815, 79.87364373526113]",0
626,682804.The_Killer_Angels,"[7.213839034820831, 79.89969821740812]",0
627,17841.Foucault_s_Pendulum,"[7.3442615660384325, 79.86783561202621]",1
628,7631105-the-scorch-trials,"[7.094447390297041, 79.88030644955852]",0
629,112750.Darkfever,"[7.893133299440442, 79.91540613345121]",1
630,3867.The_History_of_Love,"[7.899907677583136, 79.90426827364573]",0
631,374233.If_on_a_Winter_s_Night_a_Traveler,"[7.038001689192132, 79.88894553143906]",0
632,14935.Sense_and_Sensibility,"[7.567983783901001, 79.87336663586414]",0
633,24768.Pretties,"[7.878987516777856, 79.90871823574027]",0
634,7869.The_Bourne_Identity,"[7.277212646542962, 80.00860657231878]",1
635,17332218-words-of-radiance,"[7.344253074172769, 80.01816304084404]",0
636,41219.Possession,"[7.4538743967422665, 79.99256332311636]",1
637,415.Gravity_s_Rainbow,"[7.620808052900054, 79.92558420618467]",0
638,2767.A_People_s_History_of_the_United_States,"[7.434199033244321, 79.88266867308322]",0
639,547094.I_Am_Legend_and_Other_Stories,"[7.82900866201567, 79.96545037174194]",1
640,3869.A_Brief_History_of_Time,"[7.851136516808673, 80.00184076137435]",1
641,1617.Night,"[7.385671596068486, 79.87675391086061]",0
642,1554.Oedipus_Rex,"[7.466551593740774, 79.86270506570604]",0
643,13206760-scarlet,"[7.274929275884919, 79.8697002486703]",0
644,13831.Alanna,"[7.81744844879707, 79.89444210383888]",1
645,38311414-house-of-sand-and-fog,"[7.207000657803108, 79.888214487236]",0
646,32423.Watchers,"[7.2782551971901235, 79.89605538601295]",0
647,2203.John_Adams,"[7.861818766906233, 79.95068901940209]",1
648,6853.One_for_the_Money,"[7.887956429840191, 79.9844223105546]",1
649,13642.A_Wizard_of_Earthsea,"[7.289372105692573, 79.90113809919481]",0
650,11250317-the-song-of-achilles,"[7.096064336842452, 79.99266767270872]",0
651,304027.Lover_Unbound,"[7.321744319099668, 79.8867106352673]",1
652,14290364-champion,"[7.69292673975651, 79.96456431645969]",0
653,89717.The_Haunting_of_Hill_House,"[7.2492328497263525, 79.881071648173]",0
654,18423.The_Left_Hand_of_Darkness,"[7.271029608217629, 80.01857108269989]",1
655,77197.Assassin_s_Apprentice,"[7.553145937489756, 79.96683114729493]",1
656,20820994-i-ll-give-you-the-sun,"[7.113880464016429, 79.87096368899158]",0
657,10357575-1q84,"[7.923117179111992, 79.91468895292469]",1
658,196970.The_Night_Before_Christmas,"[7.310269868976873, 79.94408648571451]",0
659,99300.The_Yellow_Wallpaper_and_Other_Stories,"[7.288314122312373, 79.98879656637364]",0
660,16286.The_Magus,"[7.6993505906573905, 79.89579251738547]",0
661,46756.Oryx_and_Crake,"[7.675163353104802, 79.99649369623789]",0
662,6262365-tempted,"[7.5371728611297035, 79.97298463589291]",0
663,13206828-cress,"[7.585408593556116, 79.87899265082157]",0
664,17212231-inferno,"[7.070036320826862, 79.97623401395319]",1
665,10965.A_Breath_of_Snow_and_Ashes,"[7.159708919491835, 79.9758267540616]",0
666,47989.Night_Watch,"[6.932327158407812, 79.93835450206859]",0
667,4953.A_Heartbreaking_Work_of_Staggering_Genius,"[7.062135824782561, 79.90550432720694]",1
668,1431.Veronika_Decides_to_Die,"[7.368827817711867, 79.92808139847627]",1
669,30346601-brainwalker,"[6.946436386767812, 80.00879261367439]",1
670,29588376-the-lies-of-locke-lamora,"[7.774374941273863, 79.98962186814339]",0
671,8682.Jitterbug_Perfume,"[7.732328423484721, 79.93240367483862]",0
672,6882.Papillon,"[7.222519594493588, 79.89640791800137]",0
673,14249.Prodigal_Summer,"[7.611599644831308, 79.97665461052577]",0
674,3388.Corelli_s_Mandolin,"[7.630803685375744, 79.96604936253581]",0
675,852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,"[7.7758463137540765, 79.86319148974746]",0
676,44790978-matching-configurations,"[7.893534456026272, 80.011572557031]",1
677,10967.The_Fiery_Cross,"[7.443064290865257, 79.91981577146964]",1
678,88077.The_Magic_Mountain,"[7.730466274961135, 80.01743305816329]",0
679,452306.The_Sisterhood_of_the_Traveling_Pants,"[7.820671616501637, 79.86975062343531]",1
680,3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,"[6.996753320334109, 79.89962252831995]",0
681,2967752-the-elegance-of-the-hedgehog,"[7.45672255576366, 79.94325021200463]",0
682,4982.The_Sirens_of_Titan,"[7.117223712134586, 79.87997888363955]",1
683,55030.Cosmos,"[7.326073819426169, 79.94881458092135]",0
684,2052.The_Big_Sleep,"[7.262259381897157, 79.90903509881083]",0
685,19351490-grimm-s-fairy-tales,"[7.243833891418286, 79.96019826879372]",1
686,18334354-quantum-roots,"[7.64017284277008, 79.94779487697554]",1
687,3478.Message_in_a_Bottle,"[7.172090114882635, 79.88380009920978]",0
688,22299763-crooked-kingdom,"[7.109517243041074, 79.86820121579021]",0
689,76401.Bury_My_Heart_at_Wounded_Knee,"[7.805968019750655, 79.88288644170545]",1
690,13414446-prodigy,"[7.757963499371458, 79.96310925729142]",0
691,35519.The_Power_of_Myth,"[7.507685065129493, 80.02186077757955]",0
692,1582996.City_of_Ashes,"[7.252708701482259, 79.91236830020044]",1
693,7061.The_No_1_Ladies_Detective_Agency,"[7.161579609364192, 79.8637222627641]",1
694,73968.Love_Story,"[7.396064091114885, 79.90741975285644]",0
695,27266.Glass_Houses,"[7.819348253393755, 79.9047631497832]",1
696,33507.Twenty_Thousand_Leagues_Under_the_Sea,"[7.44971720402711, 80.0030038396495]",0
697,9416.Confessions_of_a_Shopaholic,"[7.398963075804351, 79.95880072898777]",1
698,42898.Lover_Revealed,"[7.098191928678501, 79.96106433397311]",0
699,14995.Odd_Thomas,"[7.258082927824214, 79.87812594351314]",0
700,16081272-the-edge-of-never,"[6.992760444070377, 79.90448457049536]",0
701,41423092-the-awakening,"[7.546494178159197, 79.88630965526617]",0
702,140082.Club_Dead,"[7.061680846372083, 79.99952407244729]",0
703,6440.Ivanhoe,"[7.781344198986334, 79.92009606996307]",1
704,32768522-carry-on,"[7.762332630821183, 79.90115692668572]",0
705,85990.Princess_Academy,"[7.290318986336066, 79.94962755402771]",0
706,1202.Freakonomics,"[6.987208105985524, 79.93976327806988]",1
707,21853621-the-nightingale,"[7.344625444378868, 80.00352318961292]",1
708,9532.Ender_s_Shadow,"[6.935109487164698, 79.8727708338056]",0
709,12914.The_Aeneid,"[7.327605339319679, 79.90352011056764]",1
710,13104080-unravel-me,"[7.21062325341167, 79.94615850612627]",0
711,6969.Emma,"[7.316223645504931, 79.93960342215722]",0
712,53496.Walk_Two_Moons,"[7.667544031490808, 80.00797013213072]",0
713,292408.Angle_of_Repose,"[7.508256102688355, 79.90884263987417]",0
714,5098079-lover-avenged,"[7.4822997018611215, 79.93865351896632]",1
715,37095.The_Shell_Seekers,"[6.956527199845808, 79.93068720511911]",1
716,3805.The_Corrections,"[7.596893845820364, 79.92754049512301]",0
717,11337.The_Bluest_Eye,"[7.213595448412608, 79.95637522570455]",1
718,667.Anthem,"[7.597692329649144, 79.94465487502214]",1
719,703292.The_Witch_of_Blackbird_Pond,"[7.593154025919686, 79.8791213916758]",1
720,6320534-under-the-dome,"[7.119217112879496, 79.98938259835612]",1
721,110494.Living_Dead_in_Dallas,"[7.637549063566605, 79.96649871244247]",0
722,3109.The_Omnivore_s_Dilemma,"[7.25951028698461, 79.89932487250586]",0
723,164154.A_Canticle_for_Leibowitz,"[7.62846054967502, 79.87765068916053]",0
724,41684.The_Jungle_Books,"[7.589345680810716, 79.90954765067976]",1
725,17961.Collected_Fictions,"[7.785105331853534, 79.990145238332]",0
726,6325285-rubinrot,"[6.983820986000368, 79.94642215477455]",1
727,6280118-one-day,"[7.77113589214958, 79.868371446027]",0
728,821611.The_Story_of_My_Life,"[7.287437760194209, 79.93294705294753]",0
729,11125.Digital_Fortress,"[7.682352197808174, 79.87079959533712]",1
730,248596.Something_Wicked_This_Way_Comes,"[7.0247307252558855, 79.9878156252742]",1
731,6654313-linger,"[7.529504292294742, 79.98717953513655]",0
732,13872.Geek_Love,"[7.820507818669641, 79.92305465194158]",1
733,816.Cryptonomicon,"[7.2555159013525445, 79.94915767726579]",0
